Name,Rating,Pricing,URL,Latitude,Longitude,Transactions,Location,Phone,Display Phone,Distance,Reviews,Review Count,Cuisine,Restaurant ID,Number of Reviews
Arden,5,,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.6717311853659,-73.957878,"['delivery', 'pickup']","788 Franklin Ave, Brooklyn, NY 11238",+17184843266,(718) 484-3266,4330.353354309767,"[{'text': ""The ambiance was nice and romantic for my gf's date. The food was amazing! I had the chicken wings confit which were crispy yet melts in your mouth after a..."", 'reviewer': 'Michael K.', 'reviewer_id': 'YIF41kppR2RaV0Yc5SBe6g', 'rating': 5}, {'text': 'im genuinely sad to say I had a very disappointing experience at what is probably my favorite restaurant in crown heights. had reservations for 8pm on a...', 'reviewer': 'Gabriel C.', 'reviewer_id': '5DJkgYZRKJMI6iDWTnUNkg', 'rating': 3}, {'text': 'Yum! Stopped by for a family brunch and was greeted by the owners in a cute (but packed!) shop. \n\nWe ordered the steak and eggs as well as the Nashville hot...', 'reviewer': 'Michelle W.', 'reviewer_id': 'G-X1AJpYR_52LjObWJINEQ', 'rating': 5}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",RNRLQXg_P2cGxLEMVlKZQA,45
Barbalu Restaurant,5,$$,https://www.yelp.com/biz/barbalu-restaurant-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7074747,-74.0020404,"['delivery', 'pickup']","225-227 Front St, New York, NY 10038",+16469186565,(646) 918-6565,1948.9790452363493,"[{'text': 'Great neighborhood restaurant good ambience attentive staff. Good wines by the glass. The Burrata Wood Fired Shuto is always a good starter my halibut was...', 'reviewer': 'Brad B.', 'reviewer_id': 'MWlWUQBHv7jbxhnay6UCQQ', 'rating': 4}, {'text': 'Overall experience was nice, I made a reservation for brunch at 11am for a Saturday....and upon arrival, no one was in the restaurant except a couple...', 'reviewer': 'Angela B.', 'reviewer_id': 'CaOxEK3SglH601h6lNm4AA', 'rating': 4}, {'text': 'What a gorgeous restaurant! I got the chicken milanese with arugula salad. The chicken was delicious and well executed and the salad was fresh and perfectly...', 'reviewer': 'Will W.', 'reviewer_id': 'FNxrrhl8S21oICa7yc3jIQ', 'rating': 5}]",3,"I, t, a, l, i, a, n",b42PcC1nCP602fiXF0a9Xg,340
Paisley,2,,https://www.yelp.com/biz/paisley-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.722387,-74.0095662,"['delivery', 'pickup']","429 Greenwich St, New York, NY 10013",+12122748003,(212) 274-8003,3082.5206828304295,"[{'text': 'Delicious. Everything tasted great, fresh, unique, and special. Nice, secret back room fits 25 people. Mother and daughter run the restaurant. Their cute...', 'reviewer': 'Shilpa M.', 'reviewer_id': 'ZcpSvk6n7JTnGMSGPQKyFw', 'rating': 5}, {'text': ""I'm always on the hunt for a good Indian restaurant in the city, so when I saw that Paisley had an opening for dinner on a Friday, I rallied the troops and..."", 'reviewer': 'Ahiliya N.', 'reviewer_id': '34FGjFX1uogxA68pcMiglg', 'rating': 3}, {'text': ""I was a regular customer at this restaurant because of their selected food items and service but I have to say the management didn't live upto the standards..."", 'reviewer': 'Heena M.', 'reviewer_id': 'TPKSCqny9J4m-YRBveya6g', 'rating': 2}]",3,"I, n, d, i, a, n",fCxjrytrEw_l9vGjSCzszg,93
Sea Wolf - Williamsburg Waterfront,5,$$$,https://www.yelp.com/biz/sea-wolf-williamsburg-waterfront-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.709946,-73.968608,"['delivery', 'pickup']","420 Kent Ave, Brooklyn, NY 11249",+17182332792,(718) 233-2792,919.2224014804167,"[{'text': 'Learned of this place because my friend came from out of town and visited the other location. She highly recommended it b/c the food options and drinks....', 'reviewer': 'Samantha J.', 'reviewer_id': 'Lf0rVWJJyVAP8YliGizq2w', 'rating': 5}, {'text': ""I read nice reviews for restaurant. \nMy friends and I decided to go.\nThis place has a beautiful view from the window.\nAnd mirror ... it's instagram..."", 'reviewer': 'Anastasiia H.', 'reviewer_id': 'uGF8wK4P0yImas44JTz2nw', 'rating': 3}, {'text': ""Where do I begin; at the top!!! I called a week in advance to make a reservation for my wife's birthday, and spoke with Evan ( hope is correct spelling),..."", 'reviewer': 'Lynn D.', 'reviewer_id': 'BzakJYfuuDYM_BJBX-Q8yg', 'rating': 5}]",3,"S, e, a, f, o, o, d",6jPju63RQy3P3ov9-ejP7g,271
Jajaja Mexicana,5,$$,https://www.yelp.com/biz/jajaja-mexicana-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72979,-74.00455,"['delivery', 'pickup']","63 Carmine St, New York, NY 10014",+19172620184,(917) 262-0184,3319.0730726476286,"[{'text': 'We have been going to Jajaja for years...\n\nFlavors are incredible ... you would never know you are eating Vegan!\nOur favorites are the beets and pumpkin...', 'reviewer': 'Olivier S.', 'reviewer_id': 'LaiTMVVZ_btpUHhJc7gyEQ', 'rating': 5}, {'text': 'This may be the new style of restaurant. A plate packed with a variety of healthy, filling options. \n\nOk, been here a few times now and this last visit...', 'reviewer': 'Rrrona 7.', 'reviewer_id': 'EwmF3DrN5oRXcPFAenbcFA', 'rating': 3}, {'text': ""Great quality and delicious food. We opted for our waitress' recommendations and they did not disappoint.\n\nNacho - the portion is huge and it lasted..."", 'reviewer': 'Cynthia Z.', 'reviewer_id': 'fd1HH94cxSMd7kQowYcP3A', 'rating': 5}]",3,"M, e, x, i, c, a, n",PHMkwS5nmo4IUXbcg0OcAg,580
Mekelburg's,5,$$,https://www.yelp.com/biz/mekelburgs-brooklyn-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71375,-73.96704,"['delivery', 'pickup']","319 Kent Ave, Brooklyn, NY 11249",+17183992337,(718) 399-2337,1232.6362721853784,"[{'text': ""I've been wanting to try Mek's for years. Ever since bumping into owner, Daniel, online. I just rarely get to Brooklyn when I'm in NYC. When my local friend..."", 'reviewer': 'Melanie B.', 'reviewer_id': 'IDuqAW3ZOBm860T_gtQFXA', 'rating': 5}, {'text': ""This is a good spot to stop by for a quick bite or beer. They don't have table service, but it's pretty quick and easy to order at the bar. They have some..."", 'reviewer': 'Caroline D.', 'reviewer_id': 'aq-l9CMUuePj0JvhO3hvMw', 'rating': 4}, {'text': 'Got caught in the rain while by the waterfront and decided to wait it out here. The vibe is casual but they have a very cool menu. \n\nWe split the wings --...', 'reviewer': 'Chris K.', 'reviewer_id': 'HXcSUeaj2KzHUkY_67qQyA', 'rating': 5}]",3,"B, a, r, s",-pcCiCeyK4cvLtnkcF9T5Q,109
12 Chairs Cafe,3,$$,https://www.yelp.com/biz/12-chairs-cafe-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7145615,-73.9653168,"['delivery', 'pickup']","342 Wythe Ave, New York, NY 11249",+13472277077,(347) 227-7077,1407.637559536938,"[{'text': 'Delicious cute place for Mediterranean brunch! \n\nThis place was buzzing when we got here - a friend made a res for party of 5, and judging by how busy it...', 'reviewer': 'Robin Y.', 'reviewer_id': 'HbnVaMBjSlV1yyXqwyl1GQ', 'rating': 4}, {'text': 'My roommates and I got 5 small plates to share amongst ourselves:\n-Beet salad: 8/10 can never go wrong with a beet a goat cheese salad its so good and...', 'reviewer': 'Alejandra N.', 'reviewer_id': 'Qh3DqE_i35eQv76ohfP42A', 'rating': 4}, {'text': ""Came here with a group for a friend's birthday dinner. While the music was a nice touch, the restaurant was extremely loud - we couldn't hear each other..."", 'reviewer': 'Nur J.', 'reviewer_id': 'W-6RfUPnQBro6P9vscCgHw', 'rating': 3}]",3,"M, i, d, d, l, e,  , E, a, s, t, e, r, n",4lvM8_IWe_TgSszfwhmrdg,436
Xu's Public House,4,$$$,https://www.yelp.com/biz/xus-public-house-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73589,-73.9917,"['delivery', 'pickup']","15 Union Square W, New York, NY 10003",+12129019971,(212) 901-9971,3361.5618941903354,"[{'text': 'I found this place on an IG reel and decided that i will stop by. I came by with my partner to try out the food here. \nthe ambiance at this restaurant was...', 'reviewer': 'Katherine D.', 'reviewer_id': 'Otht-HpBoVS42mCLGIQ-jA', 'rating': 5}, {'text': 'TL;DR - 3 to 3.5 stars just because food was pricey and not too special. More paying for the interior design, decorations, and the location being near Union...', 'reviewer': 'Ricky Z.', 'reviewer_id': 'lqMZ_WRiA8swsM6PRhHogQ', 'rating': 3}, {'text': 'Wow!! I came here with my bf for Dinner before a movie and boy were we surprised. We ordered chicken fried rice, soup dumplings and the General Tso! The...', 'reviewer': 'Wendy O.', 'reviewer_id': 'IlaorEbdX6Z3uiBftGoPZA', 'rating': 4}]",3,"C, h, i, n, e, s, e",VbFYau70iG_s6UNFwYtGVQ,140
GunBae Tribeca,4,$$,https://www.yelp.com/biz/gunbae-tribeca-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.714683,-74.010223,"['delivery', 'pickup', 'restaurant_reservation']","67 Murray St, New York, NY 10007",+12123212500,(212) 321-2500,2766.015547426403,"[{'text': 'Food was absolutely delicious with very attentive and friendly staff! \nMelt in your mouth tender kbbq meat packed with amazing juicy flavor. All sides were...', 'reviewer': 'Brandon M.', 'reviewer_id': 'Xri4Ev1xnF-e7H2S9pO-Bg', 'rating': 5}, {'text': ""A taste of Koreatown in the downtown/Tribeca area. I've been here on two separate occasions and both times did not disappoint. The food is great, the..."", 'reviewer': 'Eric H.', 'reviewer_id': 'qbJOlYUyGwtD806kZ1aGkQ', 'rating': 5}, {'text': ""I've now been here twice and I the food each time is out of this world. So flavorful and delicious, and you get a lot of sides and fixings to go with your..."", 'reviewer': 'Alexa L.', 'reviewer_id': 'yw44nuXNx_omBzrFB6yiCA', 'rating': 4}]",3,"K, o, r, e, a, n",0GN6l4FAknTFSWZhEan45A,382
Nish Nush,4,$$,https://www.yelp.com/biz/nish-nush-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.715688,-74.007695,"['delivery', 'pickup']","88 Reade St, New York, NY 10013",+12129641318,(212) 964-1318,2600.213841061393,"[{'text': 'Had the falafel sandwich and mint tea. The falafel came out quickly and was very fresh and tasty. It was a nice day and the restaurant was open and light...', 'reviewer': 'Nichole G.', 'reviewer_id': 'Vq9aSj2rfNOM2QHFUWZUGw', 'rating': 5}, {'text': 'It was my first time at Nish Nush. The place is a lot smaller than I anticipated, but there is seating outdoors which helped with the rush. I ordered the...', 'reviewer': 'Natasha B.', 'reviewer_id': 'Ptbl_Tni6lK5m7XKx4Yc-w', 'rating': 5}, {'text': 'I recently visited Nish Nush in New York City after a tiring conference and I have to say that I was pleasantly surprised by the quality of the food. I was...', 'reviewer': 'Vaibhavi T.', 'reviewer_id': 'TymL-55USMRHdkAfyA6ETw', 'rating': 4}]",3,"V, e, g, e, t, a, r, i, a, n",d8zSYpArh4oXpxeJWNA4Pg,798
Veselka,5,$$,https://www.yelp.com/biz/veselka-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.729036,-73.98712,"['delivery', 'pickup']","144 2nd Ave, New York, NY 10003",+12122289682,(212) 228-9682,2518.4324873511623,"[{'text': 'Veselka is planning to open another restaurant by the end of this year - in the Williamsburg section of Brooklyn - and also a kiosk at Grand Central...', 'reviewer': 'Susan L.', 'reviewer_id': 'b_Z2vamgc15EzlHeW9t6yA', 'rating': 5}, {'text': ""Food: 5/5 | Service: 5/5 | Ambience: 4/5 | Value: 5/5\n\nVeselka is a New York staple, and it certainly deserves the reputation that it's built up over the..."", 'reviewer': 'Brandon B.', 'reviewer_id': 'jv7s9vSeDIkEmtCNzf6X2Q', 'rating': 5}, {'text': ""I absolutely love this place. It's famous and classic for a reason. So far these are definitely my favorite pierogi's in the city. I love the variety they..."", 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 5}]",3,"D, i, n, e, r, s",CVxz9B5ncpMwVK1bk_c1YA,3006
Jongro BBQ,4,$$,https://www.yelp.com/biz/jongro-bbq-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.747514,-73.986884,['delivery'],"22 W 32nd St, Fl 2, New York, NY 10001",+12124732233,(212) 473-2233,4526.443878537452,"[{'text': 'Amazing experience, the servers are attentive and refilling lettuce and dipping sauce without stopping, the meat is cooked per your request to best fit your...', 'reviewer': 'Jokies T.', 'reviewer_id': 'tHtohW2wWfBYWP0unPci8A', 'rating': 5}, {'text': 'This place clearly states being open until midnight, which is why we went at 10:15p.\n\nTHE ENTIRE TIME, from when we entered at 10p, they bombarded us to...', 'reviewer': 'Heather W.', 'reviewer_id': 'pA2PE9UhQWM-OmxuITFomw', 'rating': 1}, {'text': 'Always a great time. We went early at 12 on a Sunday for lunch so we had no wait. As we were leaving the restaurant was full and they had their normal wait...', 'reviewer': 'Fula O.', 'reviewer_id': 'NLR80oCnQ1MpB4KKPnJ7pA', 'rating': 4}]",3,"K, o, r, e, a, n",FZpm4_fbd6P984foOUejWg,2455
Keg & Lantern Brewing Company,5,,https://www.yelp.com/biz/keg-and-lantern-brewing-company-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71193265799793,-73.96350681781769,"['delivery', 'pickup']","104 S 4th St, Brooklyn, NY 11249",+17185990412,(718) 599-0412,1399.361051347681,"[{'text': ""I've really enjoyed Keg & Lanterns beer and have been to the Red Hook location, so was very excited when I stumbled upon a new location opening up in..."", 'reviewer': 'Alex M.', 'reviewer_id': 'DvL6N0HgYiZVZAGylnVi-g', 'rating': 5}]",1,"P, u, b, s",V3xiyKV_xwmRMfNTMKzHvQ,1
Bites of Xi'an,3,,https://www.yelp.com/biz/bites-of-xian-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.730861,-73.989941,"['delivery', 'pickup']","84 E 10th St, New York, NY 10003",+19174095535,(917) 409-5535,2784.923620591074,"[{'text': 'Flavor immaculate\nLiang pi is a peanutty style, but so much flavor and delicious\nHot oil for dumplings, great stuff\nThe beef noodle soup full of beef...', 'reviewer': 'Elaine L.', 'reviewer_id': 'pdKM-14znJ0pPGyR3XRY7g', 'rating': 5}, {'text': ""Solid place to get your Xi'an food fix. I think it measures favorably to the much more well-known Xi'an Famous Food which I find is just alright these..."", 'reviewer': 'Harry X.', 'reviewer_id': '3YHWbvEoE-m3CAFgSMAteg', 'rating': 4}, {'text': ""Walked in on a Sunday. There was one other patron there. It's a order at the counter kind of place. After ordering, sit anywhere. Its a pretty big space..."", 'reviewer': 'Kylie L.', 'reviewer_id': 'gzbIxCXTxVuanklEbt0A3A', 'rating': 3}]",3,"B, u, r, g, e, r, s",--SoNTeCXFUx56no0OgibQ,80
El Mate,5,$$,https://www.yelp.com/biz/el-mate-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.6749782203506,-73.9995224876405,"['pickup', 'delivery']","550 Court St, Brooklyn, NY 11231",+17182221102,(718) 222-1102,3987.408597404938,"[{'text': 'Amazing place! I came here with my boyfriend on a Saturday night and we absolutely loved it. From the service to the food, you really cannot go wrong here....', 'reviewer': 'Vivian C.', 'reviewer_id': 'hmwLb7qLpyo_cmelk_oxDw', 'rating': 5}, {'text': ""Really cute spot in southern part of Cobble Hill. We came for dinner on an evening when neither of us was all that hungry, so I'll say I owe this spot..."", 'reviewer': 'Melinda S.', 'reviewer_id': 'fyf9hh5cHWWEPOW9DEkFEg', 'rating': 4}, {'text': 'How to finish your year strong? Go to Brooklyn. Walk around. Come across a small restaurant with an Argentinian flag in Carroll Gardens. Have one of the...', 'reviewer': 'Tatyana F.', 'reviewer_id': 'hhep2HGR8QIDe8EDpfgssw', 'rating': 5}]",3,"A, r, g, e, n, t, i, n, e",L0XYugkXpuACPMQ451MB8g,352
David Burke TImeout Market,4,,https://www.yelp.com/biz/david-burke-timeout-market-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7034191,-73.992147,[],"55 Water St, Brooklyn, NY 11201",+19178104855,(917) 810-4855,1193.798024066097,"[{'text': 'Disclaimer: This review is for the view and the space itself, not necessarily for any of the vendors that set up shop here. \n\nWe were told that the rooftop...', 'reviewer': 'Adrienna Y.', 'reviewer_id': 'oX8qsfKLmoDOnymwTfHiUw', 'rating': 5}, {'text': 'Great burgers on the top floor of 55 Water Street - it hit the spot.  Also a great spot to grab drinks after working out and just a floor or two above the...', 'reviewer': 'Koli S.', 'reviewer_id': 'jDuI1ZfBxcL5iWEJOWK89w', 'rating': 4}]",2,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",YfB7r67NbrFpuret7TTtBQ,2
Lava Shawarma,4,$,https://www.yelp.com/biz/lava-shawarma-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71964,-73.98507,"['delivery', 'pickup']","57 Clinton St, New York, NY 10002",+16465594250,(646) 559-4250,1471.6445682995782,"[{'text': 'My favorite foods, done right. So flavorful, quick service, great portions. Small space but they have a patio and will bring your food out. They even sell...', 'reviewer': 'Haley R.', 'reviewer_id': 'Ar1ZSXxSHy8NDpGCBhYdBw', 'rating': 5}, {'text': 'Small potions for $15. \n\nI got the vegan dish and it was so little I felt like it was an appetizer', 'reviewer': 'Thomas M.', 'reviewer_id': 'J6DXnWpoyrqaI5AqISfPDA', 'rating': 3}, {'text': ""Grabbed a quick bite from lava shawarma. Got the beef and lamb platter, and my friend got the chicken shawarma on lava bread. I've deff had better shawarma,..."", 'reviewer': 'Sarah Z.', 'reviewer_id': 'TqSq47w8kMAIevxlVNYwzA', 'rating': 4}]",3,"M, e, d, i, t, e, r, r, a, n, e, a, n",0AoaUlXkQOlalpA3v-Ivqw,226
Dinner Party,5,,https://www.yelp.com/biz/dinner-party-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.68692,-73.97469,[],"86 S Portland Ave, Brooklyn, NY 11217",+13474639173,(347) 463-9173,2291.291625140525,"[{'text': 'Amazing food, amazing vibe, 10/10 experience!!\n\nCame here for a friends birthday dinner with 8 people. We were seated inside in the back and the place was...', 'reviewer': 'Angela Y.', 'reviewer_id': 'LzAlK9uK8Mjx6xaVz8sblA', 'rating': 5}, {'text': 'My friend snagged us a resy here a little while ago and I had no idea what to expect but was absolutely delighted with my experience.\n\nSitting at a communal...', 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 5}, {'text': 'Something straight out of a dream. There is nothing I love more than living intentionally and making every day things in life romantic. Dinner party does...', 'reviewer': 'Lena M.', 'reviewer_id': 'CTAML26-nMaMRWyq4VrFsA', 'rating': 5}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",yGFQFm3O9vCsKTVpvmDuGg,26
City Vineyard,5,$$$,https://www.yelp.com/biz/city-vineyard-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7205582,-74.0118093,"['delivery', 'pickup']","233 West St, New York, NY 10013",+16466778350,(646) 677-8350,3250.972603736481,"[{'text': ""I don't make any review ever!! But in this case I had to.\nlet's start by saying that it is really hard to find a place nowadays that has great views, good..."", 'reviewer': 'Carolina B.', 'reviewer_id': 'hDGMR1nojbX9UzUv1Ub-yQ', 'rating': 5}, {'text': ""City Vineyard has a great set up - it's a performance venue with a large wine selection and opportunity to eat some food before the show. Service is very..."", 'reviewer': 'Toyin D.', 'reviewer_id': '4QnOHtPIYn1ycvt3F5d7Tw', 'rating': 3}, {'text': 'Amazing food, wonderful view and awesome servers. \n\nI made reservations for a weekend in one of the winter domes. My parents were visiting and my mother has...', 'reviewer': 'Cereese B.', 'reviewer_id': 'vqHDUZzyeXlcl6FNzu1Ykg', 'rating': 5}]",3,"W, i, n, e,  , B, a, r, s",ooYUO3Pq_qypc1NXFzeLYQ,1137
Dim Sum Palace,5,$$,https://www.yelp.com/biz/dim-sum-palace-new-york-8?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.76015,-73.9893699,"['delivery', 'pickup']","334 W 46th St, New York, NY 10036",+16468611910,(646) 861-1910,5951.7824277205245,"[{'text': 'Absolutely incredible! This is my second time eating here and I brought 2 of my friends this time. \n\nWe are all obsessed with the Szechuan wonton dish.. OH...', 'reviewer': 'Olivia S.', 'reviewer_id': 'HLdmJI9nzG4VjcnSQvVCPg', 'rating': 5}, {'text': 'I came here on a weekend with a big group. It does get crowded, but we were seated pretty quickly. They have a lot of food options, and all the food came...', 'reviewer': 'Kate M.', 'reviewer_id': '9GM5UheAPM9nPVib1fRZTA', 'rating': 5}, {'text': ""Mad good dim sum.\n\nYes, it's on Restaurant Row. No, this ain't a tourist trap.\n\nDim Sum Palace offers a full dim summy menu. I love the chicken feet,..."", 'reviewer': 'Dave L.', 'reviewer_id': '6s-g2vFu12OemhiK3FJuOQ', 'rating': 5}]",3,"D, i, m,  , S, u, m",bVkjBJlAIwKAj9Aw1KVWjA,1649
Kebaya,3,,https://www.yelp.com/biz/kebaya-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.737259886794405,-73.99120666086674,['restaurant_reservation'],"20 E 17th St, New York, NY 10003",+12126410401,(212) 641-0401,3493.1958094868405,"[{'text': 'Tried this on a Wednesday night and easily got a table. The restaurant was a little less than half full, street parking was relatively easy to find on a...', 'reviewer': 'Jessalyn S.', 'reviewer_id': 'JcyVDuY061gyTgMqKUlpeA', 'rating': 5}, {'text': 'This passes the Peranakan test, as attested by actual Peranakans I dined with.\n\nFirst off, I detest Laut. I went there before they got their Michelin star...', 'reviewer': 'Josephine L.', 'reviewer_id': 's16-BUo-orUsELvMu5ocKg', 'rating': 4}, {'text': 'Having been to both Laut and Singapura, I had high hopes for Kebaya being it was by the same chef. Unfortunately I was a bit disappointed. The food was good...', 'reviewer': 'Winston G.', 'reviewer_id': 'qb4l3B1VifNbkGkC61emSA', 'rating': 3}]",3,"M, a, l, a, y, s, i, a, n",vEvOcLuD99EMWJghbc_9ag,12
Macao Trading Company,5,$$$,https://www.yelp.com/biz/macao-trading-company-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.719623,-74.003904,"['delivery', 'pickup']","311 Church St, New York, NY 10013",+12124318642,(212) 431-8642,2516.622649940654,"[{'text': '- excellent drinks\n- excellent service\n- excellent food\n\nOverall, solid venue for drinks with friends or dinner. Always a great experience here.', 'reviewer': 'Albert K.', 'reviewer_id': 'sILEA5_pp6-wrV2NOhcx0Q', 'rating': 5}, {'text': 'Ordered:\nShrimp & Scallion Dumplings (~$15 each): 1 fried & 1 steamed\nDozen Oysters (~$48): with leche de tigre mignonette\nMushroom Croquettes (~$16): with...', 'reviewer': 'Aya E.', 'reviewer_id': '6cBZYz36SYI1g0cYBYsteA', 'rating': 4}, {'text': 'Delicious meal and exciting experience at Macao. Came here with a friend for dinner, everything was exceptional!\n\nWe loved our meal---service was...', 'reviewer': 'Whitney L.', 'reviewer_id': '-j4ckp5yezUzJWieXl0TFQ', 'rating': 5}]",3,"A, s, i, a, n,  , F, u, s, i, o, n",U74_3F7r3tMhd6dmTmDBxQ,844
Monkey Bar,2,,https://www.yelp.com/biz/monkey-bar-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.75998,-73.97313,[],"60 E 54th St, New York, NY 10022",+12124040365,(212) 404-0365,5872.310929865297,"[{'text': ""What an amazing experience I had at Monkey Bar for my anniversary! Everything exceeded my expectations.\n\nThe restaurant is hard to find if you're not..."", 'reviewer': 'Olivia P.', 'reviewer_id': '7ngFvy8_44rkVA2jd01mRg', 'rating': 5}, {'text': ""Truly a classic New York institution and it's been almost a decade since I've dined here, when I first moved to NYC. They've redecorated, but a lot of what..."", 'reviewer': 'Shu Jin S.', 'reviewer_id': 'UFcsAMlBDCOXz2iGvU7j9A', 'rating': 4}, {'text': 'This Monkey Bar x Hogsalt was quite a disappointment.\n\nMenu was almost copied from 4Charles and Au Cheval but done poorly.\n\n*Crispy Potato Pancake w/ Smoked...', 'reviewer': 'Emi B.', 'reviewer_id': '3lODYQrvcGriv5Fc2JdPOQ', 'rating': 2}]",3,"A, m, e, r, i, c, a, n,  , (, T, r, a, d, i, t, i, o, n, a, l, )",gZz9A8k8ORC_xl0aHxtY4w,57
