Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Adam Y.,/user_details?userid=Bpw-NEgaOgZlTUhi1QW0Cg,"Jersey City, NJ",4/11/2016,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Leslie L.,/user_details?userid=hFmC4ZritZ6Wr60c3h8KBQ,"Manhattan, New York, NY",7/25/2020,3.0,"I would give 5 but the woman waiter during the brunch shift was really rude and unprofessional . My friend ordered a chicken and waffle sandwich , but the chicken was under-cooked and she gave an excuse instead of accommodating for the terrible service , ( the excuse was it is the kind of chicken they use ) I couldn't take a picture because it happened so fast . The mimosas are great and the fries are okay. The male waiter Leland who was serving our group was very kind and accommodating she should take some notes.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nick D.,/user_details?userid=1Y5W_6yez9JfIF2cfbYORw,"Manhattan, New York, NY",1/22/2019,4.0,"Reasonable prices and calming atmosphere. When I say reasonable, keep in mind I am saying reasonable for a cocktail bar just a few minutes walk from Wall street. When I say calming, I mean the ambiance and the lighting. The bar was packed when I went for after work drinks on a Wednesday. The bar was fully stocked and the drinks were well made. I tried one off the menu which sounded interesting, then I got a standard old fashioned which was still better than the menu drink. Then again, its hard to beat the classics which they evidently still make well. I will find myself back, but for sure was not worth a 5 star review, then agin, it deserved more than a 3.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lexy I.,/user_details?userid=9uVWqCqrRvEMntllqj8tBQ,"Knoxville, TN",10/24/2016,4.0,"Good selection of beers and bar food, and spacious location with a lot of different seating options. Located conveniently in the financial district for after-work drinks. Speedy and attentive service.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
JR P.,/user_details?userid=tUpO5aZJFs-cVy8T5EhEaw,"La Verne, CA",2/14/2020,2.0,"I don't get this place. I order an IPA and get the equivalent of bud light. I take a sip, send it back. Ok...then order an old fashioned. It was tasty, but seriously had about an ounce and a half if booze. My wife took one look and asked if the bartender drank half of it before serving us. Nachos were cold. How is that even possible?? They should be hot because you have to heat them to make it! One star because the heater worked and another star because we didn't have to wait for a table on Valentine's Day. But in retrospect, no surprise there.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jane R.,/user_details?userid=fVStQ0ZA6NL0wCstRJJiGA,"Springfield, MA",1/21/2017,4.0,Pleasantly surprised...my friends and I were look for a restaurant near the 911 Memorial and this place just looked interesting. We were all so glad we chose the Malt House FiDi....the menu for the day was the weekend brunch selection because it was a Monday Holiday and we had the opportunity to enjoy the unlimited cocktail selection which was perfect! Each one of us enjoyed multiple beverages for $18 pp. The food was delicious and we all chose a different meal so we could sample more than just one option. We will DEFINITELY return when visiting NYC,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Melissa M.,/user_details?userid=mcBTZCPDFEq7B3y9GiRHpA,"New York, NY",4/18/2016,4.0,"Came here on a quiet Sunday night for dinner. I like that there is a high end feel to this ""pub"" that also serves up some pretty delicious food. We ordered a dozen oysters which came out fresh to near perfection. They had tiny sliced jalapenos in their centers which I had not even noticed since its taste was so subtle. I ordered the lobster bisque which was pretty delicious. It had bits of lobster, peas, and corn in it and was just a perfect segue into the main course. I had the buttermilk chicken sandwich which included chipotle slaw. This was a simple sandwich but packed with a lot of good flavoring. I wouldn't have ever thought pub food can be this good. Keep up the good work guys. I would love to come back and try one of your cocktails next time.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tasty N.,/user_details?userid=8yFBvR5Ff0fhuAEz-BkplQ,"Newark, DE",7/18/2018,3.0,"I came here because I live in Fidi and I'm always down to try restaurants within walking distance. In the past, we tried to come here after work and it was packed and super loud so we left. We decided to give it another try and we got seated right away. We got the nachos which were yummy, the burger and the pork sliders. I only ate one of the pork sliders. I don't know if it was the citrus cabbage or the chipotle mayo, but it wasn't good. The service was a little slow. Other than that, I would probably come back to try some other things on the menu.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Esther K.,/user_details?userid=-b3u5RtWPosey0UzuTxEdA,"New York, NY",12/24/2015,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Molly Y.,/user_details?userid=s9_Qnz0hZKK6SIDNQ6gQ9Q,"Bayside, Queens, NY",5/7/2018,5.0,"Really good menu here - cheese curds are delicious and it comes with two different sauces! We got the burger which was great, the chicken bites which were good as well, and the Mac and cheese was a huge portion. All the sauces that came with the different dishes were the best part. Also lengthy beer selection.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lindsay W.,/user_details?userid=_VoVY-QuN-VtGXnpmiVWYQ,"Stoughton, MA",6/22/2020,5.0,"Probably The best customer service I've had in FiDi ever!!! Definitely doing the best with what they have for outdoor dining at the moment. Frozen drinks are incredible, pork sliders and cheese curds were absolutely phenomenal. Can't wait to come back!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Liz G.,/user_details?userid=k1QPSFK2KMH4BvHcVd_rYw,"Ridgway, CO",7/21/2016,3.0,"Don't bother... We stopped in for lunch after visiting the 911 memorial and were disappointed. We were seated right away so they weren't busy but my salad arrived before my ice tea. And about the seasonal market salad, just meh bland. The dressing was oily and flavorless. The actually lettuce was cheap and not super fresh. Service was also lacking so just skip it.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jay A.,/user_details?userid=TLQmOdxdR9llIPNprYzexA,"Abilene, TX",12/28/2018,4.0,Great brunch burger. The bun was excellent and the egg was perfectly cooked. The bloody mary was average at best. I had a much better one at Bar Bacon the next day.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kristina S.,/user_details?userid=ylA0iiJyYMIlRcwcG8NQlw,"Staten Island, NY",10/7/2018,5.0,"We went here for brunch. Everything was great! We had Pumking on tap for the first time EVER! Very different from the bottle. Really yummy! Everything was perfect! We sat at the bar. The service was great! The omelettes were delish and the potatoes were soooo yummy! The dinner menu looked even better than the brunch menu! Our bartender, Dragona, was super sweet and friendly!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lauren V.,/user_details?userid=Bf7z9UqmwMkLAOuaMPa8fg,"Miami Beach, FL",12/23/2018,1.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jim B.,/user_details?userid=kCjilHJOUKP-0dkStnRyDw,"Staten Island, Staten Island, NY",10/3/2018,4.0,Work in the area and based on the Yelp reviews decided to give it a try and I'm so glad I did.  The decor is fantastic with large screen TVs and the multitude of great IPAs listed on the chalk board.  The menu is quite limited in selection but offers a variety of options .  Went with Korean wings which were fabulous although a lil spicer than  expected.  The fish tacos (halibut) was crazy good and fresh.  Definitely the best fish taco I ever had.  The beef steak sandwich was equally as impressive and offered with salad or fries.  Full service bar with a LARGE selection of various IPAs . Really a hidden gem tucked in the middle of the block on  maiden lane a few blocks north of Wall st.  Service was a bit slow for lunch time hence the 4 stars.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Thomas L.,/user_details?userid=dsigYfF0MUXPX379Rpj54A,"Osprey, FL",7/14/2016,5.0,"Maybe best known for burgers, and a monstrous wiskey bar selection, but.... I enjoyed the other foods, plant based salads and apps, and especially the fantastic service!  The bar staff and especially the table servers are top notch and you feel like a customer and aren't it seems served by one person - it feels like a team effort.   Everybody wants to know if you need anything or what they can do.    I will be back for sure.  I did see  a few drama queen postings on these folks and will now discount their comments and low ratings as an anomaly and invalid.    ;-) to them!!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Veronica M.,/user_details?userid=V7505eIp2bs6AzpvmsNnNw,"Sun City, CA",4/7/2018,5.0,The Full Malty was recommended and it was amazing!! Best breakfast burrito I've had since I left California! Could only finish half because it was so dense and delicious! Also the brunch drinks were great and the sassy Irish bartender kept them coming. Absolutely will be coming back!!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mark M.,/user_details?userid=c0H5zPGnzAOp4Vm0hu-4Rw,"Ottawa, Canada",8/4/2017,5.0,"This place is fantastic!  We had fish tacos (lobster today), braised pork sliders, and the salmon po boy. It was a three run home run. The beer selection is also great. Only complaint is that we had to leave shortly after eating rather than stay and continue to sample the taps!! :). Cheers.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julia S.,/user_details?userid=JMER77x69_JhilTN0wixcQ,"Jersey City, NJ",11/18/2017,2.0,"Came here on two separate occasions, once for happy hour and twice for brunch. The bar tender on a Friday after work was a complete jerk full of attitude and was not helpful at all with explaining the drinks on tap. My brunch experience wasn't any better. I came at opening time, 10am, and was told by a male host that I could only have a table until 1130am meanwhile it's a 2 hour bottomless brunch. If you can imagine, the waitress wasn't any better and full of attitude. Any question we had about the menu or any request for another drink was burdensome for her. Lesson learned and the word has been spread that myself, family, and friends will never be back here.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stephanie A.,/user_details?userid=HkIZ9VjTzlK0o3VmABgZBQ,"Santa Cruz, CA",10/15/2018,5.0,"Friendly & attentive staff. Extensive menu with so many delicious choices. The food did not disappoint. The bar was fully stocked and the charming waitress (so sorry I didn't catch her name, she's from Puerto Rico, here to get her Master's) helped me find a super yummy Cider. Will definitely come back next time we are in town.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Carlos A.,/user_details?userid=7wIZV7c8ygntmwjBSXYDlw,"Cliffside Park, NJ",5/15/2016,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Byron C.,/user_details?userid=DHmoxwDHoGl8Cw4pgw0N6Q,"Huntington, NY",6/6/2016,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joseph S.,/user_details?userid=7OcQbFZ9kRYgDD5BUos0Wg,"New York, NY",5/29/2016,4.0,"Had brunch here today and overall it was a great experience. $15 unlimited drinks (mimosa, bellini, bloody mary, screwdriver, and beer mimosa). Food was also very good. I had the build your own omelette and a waffle. My friend had the eggs benedict which was also great. Staff were Irish. Very nice/attentive. They did mess up my omelette the first time, but were very good about correcting it. I'm a definitely a fan and will be going back again.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nick M.,/user_details?userid=w52WucQOYlfId6JgLNCfBg,"Bayville, NY",6/26/2017,5.0,"Went in for a quick lunch, came out with a very impressed palette. The wagyu meat in the burger was incredible, along with everything else including the service",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jasmine M.,/user_details?userid=j5NS1LjPksAt5Cwg4ANp7g,"Guttenberg, NJ",12/29/2018,4.0,"Okay so let's start with the apps, the cheese curds were mehh, about the only thing we kind of regret. It's far too much for two people but the nachos, those were amazing ! Now for entrees the grilled chicken sandwich is really juicy and cooked very well but overall really bland. The fried chicken is OUT OF THIS WORLD!! The chicken itself is amazing not a big fan of the sides that came with it. Rosemary fries are great !! I would come back for the fried chicken 10000 times over !!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joel L.,/user_details?userid=7FU0F2OuxI_VmzVsZ_DBcQ,"Cincinnati, OH",11/27/2015,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Helen C.,/user_details?userid=8aUR3qwAlwzpjV6BV-9fpg,"Brooklyn, NY",12/9/2015,4.0,"Bar be poppin' and the food be slammin'! Alright, let me stop and get down to the real deal. I did not try any of their drinks, not even tap, due to health constraints. However, I did inhale enough food to say, ""Dayaaam, can I get some more?"" Malt House burger was cooked to perfection, delivering quality in every bite. Bacon and beer onion rings promised the grease and the flavors. Truffle steak fries were yummy, but I barely tasted the truffle. Sorry, that was the only downside. Actually no, the noise level is also the downside but hey, that's what you get for having dinner in a bar.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Crystal M.,/user_details?userid=lMX-GB0zNOCE40FNcoiQpQ,"Brooklyn, NY",8/27/2016,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lisa C.,/user_details?userid=JwC0jH0lO_tj1tXF1sBZpw,"Atlanta, GA",11/5/2017,5.0,"STELLAR brunch in industrial/chic setting. Nothing precious about it. Try  anything with the short ribs. The bottomless brunch menu is worth the $18. Sean,  our bartender,  helped us make the most of that charge. Portions reasonable and reasonably priced. We'll be back!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenn G.,/user_details?userid=D1kxuutljvWWg9uz-jpv2w,"Seattle, WA",9/12/2018,5.0,"Excellent craft beer selection. I haven't eaten here but the food looked really good. It's on a quiet street and wasn't bustling when I went after work, but that was exactly the right vibe for this rustic-industrial-chic-hipster-upscale-craft-beer-bar.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Fedaa J.,/user_details?userid=21dAFS6FTxzDKniG9A1HXw,"Wayne, NJ",11/6/2017,3.0,Food quality is subpar and I've been here twice. The staff is super nice but the service is so so. The reason I give it 3 stars is the drink quality but it's still a bit pricy.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elaine Z.,/user_details?userid=fHyyjcdAfCF1nhDTtITTrw,"New York, NY",9/13/2015,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marie T.,/user_details?userid=LVlaCis_9HO0zSHk3bmMSw,"Queens, NY",7/12/2018,5.0,"Great selection of beers on tap! This place is popping during happy hour after work, fun for socializing or meeting people. Definitely try the cheese curds!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Vienna M.,/user_details?userid=DoWm8rkOThPcmwkFb5GYWQ,"New York, NY",9/7/2015,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Phil B.,/user_details?userid=WZwqwr4QCG7wZCDkxudYUA,"New York, NY",5/19/2018,5.0,"This may be one of the best NYC has to offer. Outstanding beer and whiskey selections and a top notch, highly original food menu. The atmosphere is gorgeous and modern and the staff is superb.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rebecca W.,/user_details?userid=GCd0kBzLJ1EIazQPpc9mtA,"Rahway, NJ",12/1/2015,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Vaibhav S.,/user_details?userid=TBRNyeA8UDYwfjN0zJcggw,"Manhattan, New York, NY",8/16/2017,3.0,"Let me start by saying the ambiance was not what I had expected for  a place with what seemed like relatively upscale food. There was a live DJ with blaring music for the whole meal. My friend and I couldn't hear each other speak from across the table, which definitely took a lot away from my experience. I was pleasantly surprised to find a bar with as many vegetarian options as they did. I got the Stuffed peppers which is something you don't find everyday when you go to a bar. It was really good and not overly cheesy. The beer list was fantastic with a set of really unique and different beers. They also had about 5 stouts and porters which is something a lot of bars don't have. Overall, food and drinks were great, but the mind numbing music made it hard to consider a gastropub, and more of a club with food on the side.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jacqueline P.,/user_details?userid=m44pjzakdqdOZIyjisRPGw,"Palisades Park, NJ",2/24/2016,4.0,"Best bar near my office cause Its fidi. Solid happy hour. I usually go for the cheese curds and wings which I think are about five bucks during happy hour. Only had those drinks such as gin and tonic here and their beer, they have a pretty wide variety here, offered during their happy hour as well. Flower Power, Lagunitas.... Some carrot beer? Oh, I also had their burger recently, good burger, cooked just the way I like it. I am picky about fries but this was pretty good, crisp on the outside. Star off for service. My neck is in pain trying to get the attention of my server. Could you check up on me time to time?",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christopher W.,/user_details?userid=X3F5ZjJ__tqfLrrSMgceuA,"Denver, CO",1/1/2016,5.0,"Great afternoon meal and drink today (first meal out of the New Year)! Great selection of real craft beers (I had a Bell's Christmas Ale). Also we really enjoyed the Bloody Malt Mary, Croque Madame, and the Chicken and Waffles Club. I will certainly come back again. They also have a Happy Hour daily from 4-6pm which looked like some low price small plate options and a selection of $5 drafts.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Meagan M.,/user_details?userid=FljGU185wRE2mQ-0XPI7OA,"Arlington, VA",4/22/2018,4.0,"You absolutely must try the cheese curds! This is a really nice spot and our waitress was great! The drinks weren't great, but hey weren't unbearable either. That's the only reason for the deduction of a point. The food was great and so was the experience. I just wish I would have been able to get here for HH to order two cheese curds for the price of one. I will definitely return when I'm back in NY.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Noam A.,/user_details?userid=7UUlnq-Dg9K_X7FZKQuFxg,"Manhattan, NY",1/19/2020,2.0,"Wow!  this place has gone downhill ... it used to be my go to in the financial district.  New management thought it was a good idea to increase prices by 25-30% for everything on the menu, and clearly cut costs all around ... now the quality is lower and prices are  outrageous.  I'm not the only one who feels this way, it is clearly less popular now ... it used to be hopping.  It will be my last time here.  Way to screw up a good thing",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Igor D.,/user_details?userid=M8aui2LW3DgoQd641CxbAQ,"Eau Claire, WI",1/25/2019,1.0,"Food is tasteless! Service slow, ambient is nice but not enough to compensate for other shortcomings!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Roger K.,/user_details?userid=vgpiyTSHjPc1V0vBe-lQeQ,"Manhattan, KS",7/31/2016,5.0,"Our waitress Hazel, was amazing.  With quick service and spot on recommendations based on our interest.  She added much character and charm to the Malthouse, an Irish gastronomic pub.  Check out my pics and you will see you'll not want to miss this spot",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ginger M.,/user_details?userid=5RTsDYNGMBrJS1RnVTTbzw,"Miami, FL",9/28/2015,5.0,"Best meal we had while visiting in NYC. We stumbled upon this place as it was close to our hotel. We were greeted right away at the bar. I ordered man n cheese, truffle fries, and my husband order the ribs. Everything was delicious! It was a bit quiet inside but it was late on a Sunday night. I'm sure given the location the happy hour is hopping here.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Thomas C.,/user_details?userid=r9vyizQrRJkSFWULwcipIw,"Sacramento, CA",7/20/2018,1.0,"Just leaving the malt house. I had an incredibly negative experience here.  The service was absolutely terrible.  One of the servers Paul decided that he could be really familiar with me (even though I've never met him in my life).  He decided to use a what I consider a racial slur in my country of descent and tell me that ""I should stop talking because I sound like a real fucking idiot"".  Needless to say I canceled my order and promptly left with my friends.  I'll never return to this place.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christine P.,/user_details?userid=xZtoWMH4mqdzrJVAxGAT7w,"Short Hills, Millburn, NJ",11/12/2017,1.0,Terrible customer service. The chick and waffles are decent not impressed. The manager has no class or social skills (he is Irish with red hair). The waitresses are great though,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
